,0
metastatic rectal squamous cell carcinoma,0
metastatic renal cell carcinoma,0
metastatic renal pelvis carcinoma,0
metastatic renal pelvis urothelial carcinoma,0
metastatic renal pelvis and ureter urothelial carcinoma,0
metastatic rhabdoid tumor,0
metastatic rhabdomyosarcoma,0
metastatic round cell liposarcoma,0
metastatic salivary gland carcinoma,0
metastatic salivary gland squamous cell carcinoma,0
metastatic sarcoma,0
metastatic sarcoma in the peritoneum,0
metastatic sarcomatoid renal cell carcinoma,0
metastatic signet ring cell carcinoma,0
metastatic sinonasal squamous cell carcinoma,0
metastatic skin squamous cell carcinoma,0
metastatic small cell neuroendocrine carcinoma,0
metastatic small intestinal adenocarcinoma,0
metastatic small intestinal carcinoma,0
metastatic small intestinal neuroendocrine carcinoma,0
metastatic soft tissue leiomyosarcoma,0
metastatic soft tissue sarcoma,0
metastatic somatotroph pituitary neuroendocrine tumor,0
metastatic squamous cell carcinoma,0
metastatic squamous cell carcinoma in the breast,17398
metastatic squamous cell carcinoma in the cervical lymph nodes,0
metastatic squamous cell carcinoma in the skin,17398
metastatic squamous cell carcinoma of the penis,0
metastatic synovial sarcoma,0
metastatic thymic carcinoma,0
metastatic thymic neuroendocrine neoplasm,0
metastatic thyroid gland anaplastic carcinoma,0
metastatic thyroid gland carcinoma,0
metastatic thyroid gland follicular carcinoma,0
metastatic thyroid gland medullary carcinoma,0
metastatic thyroid gland oncocytic carcinoma,17398
metastatic thyroid gland papillary carcinoma,0
metastatic thyrotroph pituitary neuroendocrine tumor,0
metastatic transitional cell carcinoma,0
metastatic triple-negative breast carcinoma,0
metastatic triple-negative breast inflammatory carcinoma,17398
metastatic unclassified renal cell carcinoma,0
metastatic undifferentiated pleomorphic sarcoma,0
metastatic unresectable basal cell carcinoma,0
metastatic unresectable carcinoma,0
metastatic unresectable gastric adenocarcinoma,0
metastatic unresectable malignant neoplasm,0
metastatic unresectable pituitary neuroendocrine tumor,17398
metastatic unresectable sarcoma,0
metastatic ureter carcinoma,0
metastatic ureter urothelial carcinoma,0
metastatic urethral carcinoma,0
metastatic urethral urothelial carcinoma,0
metastatic urothelial carcinoma,0
metastatic uterine corpus carcinosarcoma,0
metastatic uterine corpus leiomyosarcoma,17398
metastatic uveal melanoma,0
metastatic vaginal adenocarcinoma,0
metastatic vaginal adenosquamous carcinoma,0
metastatic vaginal carcinoma,0
metastatic vaginal squamous cell carcinoma,0
metastatic vulvar carcinoma,0
metastatic vulvar squamous cell carcinoma,0
methotrexate-associated diffuse large b-cell lymphoma,0
methotrexate-associated follicular lymphoma,0
methotrexate-associated hodgkin lymphoma,0
methotrexate-associated lymphoma,0
methotrexate-associated peripheral t-cell lymphoma,0
methotrexate-related burkitt lymphoma,0
meyerson nevus,0
mit family translocation-associated renal cell carcinoma,0
microcystic adenoma,0
microcystic adnexal carcinoma,0
microcystic meningioma,0
microcystic/reticular schwannoma,0
microgranular acute promyelocytic leukemia,0
microinvasive anal carcinoma,0
microinvasive breast carcinoma,0
microinvasive malignant neoplasm,0
microinvasive squamous cell carcinoma,0
micrometastasis,0
micrometastasis 0.2 mm to 2.0 mm,0
micronodular thymoma with lymphoid stroma,0
micropapillary carcinoma,0
micropapillary serous carcinoma,0
micropapillary transitional cell carcinoma,0
microsatellite stable colon carcinoma,0
microsatellite stable colorectal carcinoma,0
microsatellite stable endometrial carcinoma,0
microsatellite stable ovarian carcinoma,0
microsatellite stable rectal carcinoma,0
microscopic thymoma,0
middle cranial fossa meningioma,0
middle ear adenocarcinoma,0
middle ear adenoma,0
middle ear carcinoma,0
middle ear carcinoma in situ,0
middle ear embryonal rhabdomyosarcoma,17398
middle ear neoplasm,0
middle ear paraganglioma,0
middle ear polyp,0
middle ear squamous cell carcinoma,0
midgut neuroendocrine tumor,0
midgut neuroendocrine tumor g1,0
midgut neuroendocrine tumor g2,0
midgut neuroendocrine tumor g3,0
minimal deviation melanoma,0
minimally invasive lung adenocarcinoma,0
minimally invasive lung mixed non-mucinous and mucinous adenocarcinoma,0
minimally invasive lung mucinous adenocarcinoma,0
minimally invasive lung non-mucinous adenocarcinoma,0
minimally invasive thymoma,0
minor salivary gland acinic cell carcinoma,0
minor salivary gland adenocarcinoma,0
minor salivary gland adenoid cystic carcinoma,0
minor salivary gland carcinoma,0
minor salivary gland carcinoma ex pleomorphic adenoma,0
minor salivary gland intraductal papillary neoplasm,0
minor salivary gland intraductal papillary-mucinous neoplasm,0
minor salivary gland mucoepidermoid carcinoma,0
minor salivary gland neoplasm,0
minor salivary gland small cell neuroendocrine carcinoma,0
minor salivary gland squamous cell carcinoma,0
minor salivary gland undifferentiated carcinoma,0
miscellaneous neoplasm,0
mismatch repair-deficient endometrial endometrioid adenocarcinoma,0
mixed astrocytoma-ependymoma,0
mixed astrocytoma-ependymoma-oligodendroglioma,0
mixed carcinoma,0
mixed cell adenocarcinoma,0
mixed cell adenoma,0
mixed cell lymphoma,0
mixed cell type gastrointestinal stromal tumor,0
mixed cell type kidney wilms tumor,0
mixed cellularity classic hodgkin lymphoma,0
mixed congenital mesoblastic nephroma,0
mixed embryonal carcinoma and teratoma,0
mixed endometrial stromal and smooth muscle neoplasm,0
mixed epithelial and mesenchymal hair follicle neoplasm,0
mixed epithelial and mesenchymal hepatoblastoma,0
mixed epithelioid and spindle cell melanoma,0
mixed gangliocytoma-pituitary neuroendocrine tumor,17398
mixed germ cell tumor,0
mixed germ cell-sex cord-stromal tumor,0
mixed glioma,0
mixed hepatoblastoma with teratoid features,0
mixed liposarcoma,0
mixed mesodermal (mullerian) tumor,0
mixed neoplasm,0
mixed neuroendocrine non-neuroendocrine neoplasm,0
mixed osteosarcoma,0
mixed phenotype acute leukemia,0
mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2); bcr-abl1,0
mixed phenotype acute leukemia with t(v;11q23.3); mll rearranged,0
"mixed phenotype acute leukemia, b/myeloid, not otherwise specified",0
"mixed phenotype acute leukemia, b/t, not otherwise specified",0
"mixed phenotype acute leukemia, b/t/myeloid, not otherwise specified",0
"mixed phenotype acute leukemia, not otherwise specified, rare subtypes",0
"mixed phenotype acute leukemia, t/myeloid, not otherwise specified",0
mixed somatotroph and lactotroph pituitary neuroendocrine tumor,0
mixed squamous cell carcinoma of the penis,0
mixed teratoma and seminoma,0
mixed testicular sex cord-stromal tumor,0
mixed trophoblastic tumor,0
mixed tumor of the parotid gland,0
mixed tumor of the salivary gland,0
"mixed tumor, not otherwise specified",0
mixed type pancreatic intraductal papillary-mucinous neoplasm,0
moderately differentiated hepatocellular carcinoma,0
moderately differentiated malignant neoplasm,0
moderately differentiated ovarian sertoli-leydig cell tumor,0
"moderately differentiated ovarian sertoli-leydig cell tumor, variant with heterologous elements",0
moderately differentiated prostate adenocarcinoma,0
monoblastic sarcoma,0
monoclonal gammopathy of renal significance,0
monoclonal gammopathy of undetermined significance,0
monoclonal immunoglobulin deposition disease,0
monoclonal polymorphic post-transplant lymphoproliferative disorder,0
monodermal testicular teratoma,0
monomorphic b-cell post-transplant lymphoproliferative disorder,0
monomorphic epitheliotropic intestinal t-cell lymphoma,0
monomorphic post-transplant lymphoproliferative disorder,0
monomorphic t/nk-cell post-transplant lymphoproliferative disorder,0
monomorphous plurihormonal pituitary neuroendocrine tumor,17398
monophasic synovial sarcoma,0
monostotic fibrous dysplasia,0
mucin-producing adenocarcinoma,0
mucin-producing carcinoma,0
mucin-producing intrahepatic cholangiocarcinoma,0
mucin-rich endometrial endometrioid adenocarcinoma,0
mucinous adenocarcinoma,0
mucinous adenofibroma,0
mucinous cystadenocarcinoma,0
mucinous cystadenofibroma,0
mucinous cystadenoma,0
mucinous neoplasm,0
mucinous tubular and spindle cell carcinoma of the kidney,0
mucoepidermoid carcinoma,0
mucoepidermoid skin carcinoma,0
mucosal lentiginous melanoma,0
mucosal melanoma,0
mucosal melanoma of the digestive system,0
mucosal melanoma of the female genital tract,0
mucosal melanoma of the genitourinary system,0
mucosal melanoma of the head and neck,0
mucosal melanoma of the urinary system,0
mucosal nodular melanoma,0
mucous membrane hemangioma,0
multicentric breast carcinoma,0
multicentric thyroid gland papillary carcinoma,0
multicystic mesothelioma,0
multifocal breast carcinoma,0
multifocal glioblastomas,0
multifocal lymphomatous polyposis,0
multifocal osteosarcoma,0
multilocular cystic renal neoplasm of low malignant potential,0
multinodular and vacuolated neuronal tumor,17398
multiple adenomatous polyps,0
multiple endocrine neoplasia,0
multiple endocrine neoplasia type 1,0
multiple endocrine neoplasia type 2,0
multiple endocrine neoplasia type 2a,0
multiple endocrine neoplasia type 2b,0
multiple endocrine neoplasia type 4,0
multiple endocrine neoplasia type 5,17398
multiple intraspinal meningiomas,0
multiple lobular capillary hemangiomas,0
multiple osteochondromas,0
multiple pulmonary hamartomas,0
multiple skull base meningiomas,0
multiple solitary plasmacytoma of bone,0
multiple synchronous pituitary neuroendocrine tumors of distinct lineages,17398
multiple myeloma,17398
muscle invasive bladder carcinoma,0
muscle invasive bladder urothelial carcinoma,0
musculoskeletal neoplasm,0
mycosis fungoides,0
mycosis fungoides (working formulation),0
mycosis fungoides variant,0
myelodysplastic syndrome,0
myelodysplastic syndrome with excess blasts,0
myelodysplastic syndrome with excess blasts and fibrosis,0
myelodysplastic syndrome with excess blasts-1,0
myelodysplastic syndrome with excess blasts-2,0
myelodysplastic syndrome with isolated del(5q),0
myelodysplastic syndrome with multilineage dysplasia,0
myelodysplastic syndrome with ring sideroblasts,0
myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia,0
myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia,0
myelodysplastic syndrome with single lineage dysplasia,0
myelodysplastic syndrome with somatic mutations,0
"myelodysplastic syndrome, unclassifiable",0
"myelodysplastic syndrome, unclassifiable, based on defining cytogenetic abnormality",0
"myelodysplastic syndrome, unclassifiable, with 1 percent blasts",0
"myelodysplastic syndrome, unclassifiable, with single lineage dysplasia",0
myelodysplastic/myeloproliferative neoplasm,0
myelodysplastic/myeloproliferative neoplasm with ring sideroblasts and thrombocytosis,0
"myelodysplastic/myeloproliferative neoplasm, unclassifiable",0
myeloid leukemia,0
myeloid leukemia associated with down syndrome,0
myeloid neoplasm,0
myeloid neoplasms with germline ankrd26 mutation,0
myeloid neoplasms with germline ddx41 mutation,0
myeloid neoplasms with germline etv6 mutation,0
myeloid neoplasms with germline gata2 mutation,0
myeloid neoplasms with germline predisposition,0
myeloid neoplasms with germline predisposition associated with inherited bone marrow failure syndromes,0
myeloid neoplasms with germline predisposition associated with other organ dysfunction,0
myeloid neoplasms with germline predisposition associated with telomerase biology disorders,0
myeloid neoplasms with germline predisposition and preexisting platelet disorders,0
myeloid neoplasms with germline predisposition without a preexisting disorder or organ dysfunction,0
myeloid neoplasms with germline runx1 mutation,0
myeloid neoplasms with germline samd9 mutation,0
myeloid neoplasms with germline samd9l mutation,0
myeloid proliferations associated with down syndrome,0
myeloid sarcoma,0
"myeloid/lymphoid neoplasms with eosinophilia and rearrangement of pdgfra, pdgfrb, or fgfr1, or with pcm1-jak2",0
myeloid/lymphoid neoplasms with fgfr1 rearrangement,0
myeloid/lymphoid neoplasms with pcm1-jak2,0
myeloid/lymphoid neoplasms with pdgfra rearrangement,0
myeloid/lymphoid neoplasms with pdgfrb rearrangement,0
myeloproliferative neoplasm,0
"myeloproliferative neoplasm, unclassifiable",0
myocardial neoplasm,0
myoepithelial tumor,0
myofibroblastoma,0
myofibroma,0
myofibromatosis,0
myolipoma,0
myomatous neoplasm,0
myopericytoma,0
myositis ossificans,0
myxofibrosarcoma,0
myxoid chondrosarcoma nci grade 1,0
myxoid chondrosarcoma nci grade 2,0
myxoid dermatofibrosarcoma protuberans,0
myxoid glioneuronal tumor,17398
myxoid glioneuronal tumor of the septum pellucidum,17398
myxoid leiomyoma,0
myxoid leiomyosarcoma,0
myxoid liposarcoma,0
myxoid pleomorphic liposarcoma,0
myxoinflammatory fibroblastic sarcoma,0
myxoma,0
myxopapillary ependymoma,0
myxosarcoma,0
nf1-associated malignant peripheral nerve sheath tumor,0
nk- and t-cell lymphoma,17398
ntrk-rearranged spindle cell neoplasm,0
nut carcinoma,0
nail matrix nevus,0
nasal cavity adenocarcinoma,0
nasal cavity carcinoma,0
nasal cavity diffuse large b-cell lymphoma,17398
nasal cavity exophytic papilloma,0
nasal cavity extranodal nk/t-cell lymphoma,0
nasal cavity inverted papilloma,0
nasal cavity keratinizing squamous cell carcinoma,0
nasal cavity lymphoma,0
nasal cavity neoplasm,0
nasal cavity non-hodgkin lymphoma,0
nasal cavity olfactory neuroblastoma,0
nasal cavity papilloma,0
nasal cavity squamous cell carcinoma,0
nasal type extranodal nk/t-cell lymphoma,0
nasal type nk/t-cell lymphoma by ann arbor stage,0
nasal vestibule squamous cell papilloma,0
nasolacrimal duct neoplasm,0
nasopharyngeal adenoid cystic carcinoma,0
nasopharyngeal angiofibroma,0
nasopharyngeal basaloid carcinoma,0
nasopharyngeal carcinoma,0
nasopharyngeal differentiated carcinoma,0
nasopharyngeal hodgkin lymphoma,0
nasopharyngeal keratinizing squamous cell carcinoma,0
nasopharyngeal lymphoma,0
nasopharyngeal melanoma,0
nasopharyngeal neoplasm,0
nasopharyngeal non-hodgkin lymphoma,0
nasopharyngeal nonkeratinizing carcinoma,0
nasopharyngeal papillary adenocarcinoma,0
nasopharyngeal paraganglioma,0
nasopharyngeal pituitary neuroendocrine tumor,17398
nasopharyngeal polyp,0
nasopharyngeal squamous cell carcinoma,0
nasopharyngeal squamous cell papilloma,0
nasopharyngeal undifferentiated carcinoma,0
nasopharyngeal-type undifferentiated carcinoma,0
natural killer cell lymphoblastic leukemia/lymphoma,0
neck carcinoma,0
neck carcinoma of unknown primary,0
neck neoplasm,0
neck squamous cell carcinoma of unknown primary,0
necrotic neoplasm,0
neoantigen-positive malignant solid neoplasm,0
